material_area	function	placement
high-voltage_connector_70	accuracy	rough
high-voltage_connector_70	instanceOf	part
high-voltage_connector_70	type	connector
high-voltage_connector_70	attribute	rigid
high-voltage_connector_70	attribute	threadiness
high-voltage_connector_70	shape	cube
high-voltage_connector_70	shape	lump
high-voltage_connector_70	shape	round
high-voltage_connector_70	parameter	single-core
high-voltage_connector_70	parameter	HVIL
high-voltage_connector_70	parameter	35mm²
high-voltage_connector_71	function	plug
high-voltage_connector_71	accuracy	rough
high-voltage_connector_71	instanceOf	part
high-voltage_connector_71	type	connector
high-voltage_connector_71	attribute	rigid
high-voltage_connector_71	attribute	threadiness
high-voltage_connector_71	shape	cube
high-voltage_connector_71	shape	lump
high-voltage_connector_71	shape	round
high-voltage_connector_71	parameter	single-core
high-voltage_connector_71	parameter	HVIL
high-voltage_connector_71	parameter	35mm²
high-voltage_connector_72	function	plug
high-voltage_connector_72	accuracy	rough
high-voltage_connector_72	instanceOf	part
high-voltage_connector_72	type	connector
high-voltage_connector_72	attribute	rigid
high-voltage_connector_72	attribute	threadiness
high-voltage_connector_72	shape	cube
high-voltage_connector_72	shape	lump
high-voltage_connector_72	shape	round
high-voltage_connector_72	parameter	single-core
high-voltage_connector_72	parameter	HVIL
high-voltage_connector_72	parameter	35mm²
high-voltage_connector_73	function	plug
high-voltage_connector_73	accuracy	rough
high-voltage_connector_73	instanceOf	part
high-voltage_connector_73	type	connector
high-voltage_connector_73	attribute	rigid
high-voltage_connector_73	attribute	threadiness
high-voltage_connector_73	shape	cube
high-voltage_connector_73	shape	lump
high-voltage_connector_73	shape	round
high-voltage_connector_73	parameter	single-core
high-voltage_connector_73	parameter	HVIL
high-voltage_connector_73	parameter	35mm²
high-voltage_connector_74	function	plug
high-voltage_connector_74	accuracy	rough
high-voltage_connector_74	instanceOf	part
high-voltage_connector_74	type	connector
high-voltage_connector_74	attribute	rigid
high-voltage_connector_74	attribute	threadiness
high-voltage_connector_74	shape	cube
high-voltage_connector_74	shape	lump
high-voltage_connector_74	shape	round
high-voltage_connector_74	parameter	single-core
high-voltage_connector_74	parameter	HVIL
high-voltage_connector_74	parameter	35mm²
high-voltage_connector_75	function	plug
high-voltage_connector_75	accuracy	rough
high-voltage_connector_75	instanceOf	part
high-voltage_connector_75	type	connector
high-voltage_connector_75	attribute	rigid
high-voltage_connector_75	attribute	threadiness
high-voltage_connector_75	shape	cube
high-voltage_connector_75	shape	lump
high-voltage_connector_75	shape	round
high-voltage_connector_75	parameter	single-core
high-voltage_connector_75	parameter	HVIL
high-voltage_connector_75	parameter	35mm²
high-voltage_connector_76	function	plug
high-voltage_connector_76	accuracy	rough
high-voltage_connector_76	instanceOf	part
high-voltage_connector_76	type	connector
high-voltage_connector_76	attribute	rigid
high-voltage_connector_76	attribute	threadiness
high-voltage_connector_76	shape	cube
high-voltage_connector_76	shape	lump
high-voltage_connector_76	shape	round
high-voltage_connector_76	parameter	single-core
high-voltage_connector_76	parameter	HVIL
high-voltage_connector_76	parameter	35mm²
high-voltage_connector_77	function	plug
high-voltage_connector_77	accuracy	rough
high-voltage_connector_77	instanceOf	part
high-voltage_connector_77	type	connector
high-voltage_connector_77	attribute	rigid
high-voltage_connector_77	attribute	threadiness
high-voltage_connector_77	shape	cube
high-voltage_connector_77	shape	lump
high-voltage_connector_77	shape	round
high-voltage_connector_77	parameter	single-core
high-voltage_connector_77	parameter	HVIL
high-voltage_connector_77	parameter	35mm²
high-voltage_connector_78	function	plug
high-voltage_connector_78	accuracy	rough
high-voltage_connector_78	instanceOf	part
high-voltage_connector_78	type	connector
high-voltage_connector_78	attribute	rigid
high-voltage_connector_78	attribute	threadiness
high-voltage_connector_78	shape	cube
high-voltage_connector_78	shape	lump
high-voltage_connector_78	shape	round
high-voltage_connector_78	parameter	single-core
high-voltage_connector_78	parameter	HVIL
high-voltage_connector_78	parameter	35mm²
high-voltage_connector_79	function	plug
high-voltage_connector_79	accuracy	rough
high-voltage_connector_79	instanceOf	part
high-voltage_connector_79	type	connector
high-voltage_connector_79	attribute	rigid
high-voltage_connector_79	attribute	threadiness
high-voltage_connector_79	shape	cube
high-voltage_connector_79	shape	lump
high-voltage_connector_79	shape	round
high-voltage_connector_79	parameter	single-core
high-voltage_connector_79	parameter	HVIL
high-voltage_connector_79	parameter	35mm²
high-voltage_connector_80	function	plug
high-voltage_connector_80	accuracy	rough
high-voltage_connector_80	instanceOf	part
high-voltage_connector_80	type	connector
high-voltage_connector_80	attribute	rigid
high-voltage_connector_80	attribute	threadiness
high-voltage_connector_80	shape	cube
high-voltage_connector_80	shape	lump
high-voltage_connector_80	shape	round
high-voltage_connector_80	parameter	single-core
high-voltage_connector_80	parameter	HVIL
high-voltage_connector_80	parameter	50mm²
high-voltage_connector_81	function	plug
high-voltage_connector_81	accuracy	rough
high-voltage_connector_81	instanceOf	part
high-voltage_connector_81	type	connector
high-voltage_connector_81	attribute	rigid
high-voltage_connector_81	attribute	threadiness
high-voltage_connector_81	shape	cube
high-voltage_connector_81	shape	lump
high-voltage_connector_81	shape	round
high-voltage_connector_81	parameter	single-core
high-voltage_connector_81	parameter	HVIL
high-voltage_connector_81	parameter	50mm²
high-voltage_connector_82	function	plug
high-voltage_connector_82	accuracy	rough
high-voltage_connector_82	instanceOf	part
high-voltage_connector_82	type	connector
high-voltage_connector_82	attribute	rigid
high-voltage_connector_82	attribute	threadiness
high-voltage_connector_82	shape	cube
high-voltage_connector_82	shape	lump
high-voltage_connector_82	shape	round
high-voltage_connector_82	parameter	single-core
high-voltage_connector_82	parameter	HVIL
high-voltage_connector_82	parameter	50mm²
high-voltage_connector_83	function	plug
high-voltage_connector_83	accuracy	rough
high-voltage_connector_83	instanceOf	part
high-voltage_connector_83	type	connector
high-voltage_connector_83	attribute	rigid
high-voltage_connector_83	attribute	threadiness
high-voltage_connector_83	shape	cube
high-voltage_connector_83	shape	lump
high-voltage_connector_83	shape	round
high-voltage_connector_83	parameter	single-core
high-voltage_connector_83	parameter	HVIL
high-voltage_connector_83	parameter	50mm²
high-voltage_connector_84	function	plug
high-voltage_connector_84	accuracy	rough
high-voltage_connector_84	instanceOf	part
high-voltage_connector_84	type	connector
high-voltage_connector_84	attribute	rigid
high-voltage_connector_84	attribute	threadiness
high-voltage_connector_84	shape	cube
high-voltage_connector_84	shape	lump
high-voltage_connector_84	shape	round
high-voltage_connector_84	parameter	single-core
high-voltage_connector_84	parameter	HVIL
high-voltage_connector_84	parameter	50mm²
high-voltage_connector_85	function	plug
high-voltage_connector_85	accuracy	rough
high-voltage_connector_85	instanceOf	part
high-voltage_connector_85	type	connector
high-voltage_connector_85	attribute	rigid
high-voltage_connector_85	attribute	threadiness
high-voltage_connector_85	shape	cube
high-voltage_connector_85	shape	lump
high-voltage_connector_85	shape	round
high-voltage_connector_85	parameter	single-core
high-voltage_connector_85	parameter	HVIL
high-voltage_connector_85	parameter	50mm²
high-voltage_connector_86	function	plug
high-voltage_connector_86	accuracy	rough
high-voltage_connector_86	instanceOf	part
high-voltage_connector_86	type	connector
high-voltage_connector_86	attribute	rigid
high-voltage_connector_86	attribute	threadiness
high-voltage_connector_86	shape	cube
high-voltage_connector_86	shape	lump
high-voltage_connector_86	shape	round
high-voltage_connector_86	parameter	single-core
high-voltage_connector_86	parameter	HVIL
high-voltage_connector_86	parameter	50mm²
high-voltage_connector_87	function	plug
high-voltage_connector_87	accuracy	rough
high-voltage_connector_87	instanceOf	part
high-voltage_connector_87	type	connector
high-voltage_connector_87	attribute	rigid
high-voltage_connector_87	attribute	threadiness
high-voltage_connector_87	shape	cube
high-voltage_connector_87	shape	lump
high-voltage_connector_87	shape	round
high-voltage_connector_87	parameter	single-core
high-voltage_connector_87	parameter	HVIL
high-voltage_connector_87	parameter	50mm²
high-voltage_connector_88	function	plug
high-voltage_connector_88	accuracy	rough
high-voltage_connector_88	instanceOf	part
high-voltage_connector_88	type	connector
high-voltage_connector_88	attribute	rigid
high-voltage_connector_88	attribute	threadiness
high-voltage_connector_88	shape	cube
high-voltage_connector_88	shape	lump
high-voltage_connector_88	shape	round
high-voltage_connector_88	parameter	single-core
high-voltage_connector_88	parameter	HVIL
high-voltage_connector_88	parameter	50mm²
high-voltage_connector_89	function	plug
high-voltage_connector_89	accuracy	rough
high-voltage_connector_89	instanceOf	part
high-voltage_connector_89	type	connector
high-voltage_connector_89	attribute	rigid
high-voltage_connector_89	attribute	threadiness
high-voltage_connector_89	shape	cube
high-voltage_connector_89	shape	lump
high-voltage_connector_89	shape	round
high-voltage_connector_89	parameter	single-core
high-voltage_connector_89	parameter	HVIL
high-voltage_connector_89	parameter	50mm²
high-voltage_connector_90	function	plug
high-voltage_connector_90	accuracy	rough
high-voltage_connector_90	instanceOf	part
high-voltage_connector_90	type	connector
high-voltage_connector_90	attribute	rigid
high-voltage_connector_90	attribute	threadiness
high-voltage_connector_90	shape	cube
high-voltage_connector_90	shape	lump
high-voltage_connector_90	shape	round
high-voltage_connector_90	parameter	single-core
high-voltage_connector_90	parameter	25mm²
high-voltage_connector_91	function	plug
high-voltage_connector_91	accuracy	rough
high-voltage_connector_91	instanceOf	part
high-voltage_connector_91	type	connector
high-voltage_connector_91	attribute	rigid
high-voltage_connector_91	attribute	threadiness
high-voltage_connector_91	shape	cube
high-voltage_connector_91	shape	lump
high-voltage_connector_91	shape	round
high-voltage_connector_91	parameter	single-core
high-voltage_connector_91	parameter	25mm²
high-voltage_connector_92	function	plug
high-voltage_connector_92	accuracy	rough
high-voltage_connector_92	instanceOf	part
high-voltage_connector_92	type	connector
high-voltage_connector_92	attribute	rigid
high-voltage_connector_92	attribute	threadiness
high-voltage_connector_92	shape	cube
high-voltage_connector_92	shape	lump
high-voltage_connector_92	shape	round
high-voltage_connector_92	parameter	single-core
high-voltage_connector_92	parameter	25mm²
high-voltage_connector_93	function	plug
high-voltage_connector_93	accuracy	rough
high-voltage_connector_93	instanceOf	part
high-voltage_connector_93	type	connector
high-voltage_connector_93	attribute	rigid
high-voltage_connector_93	attribute	threadiness
high-voltage_connector_93	shape	cube
high-voltage_connector_93	shape	lump
high-voltage_connector_93	shape	round
high-voltage_connector_93	parameter	single-core
high-voltage_connector_93	parameter	25mm²
high-voltage_connector_94	function	plug
high-voltage_connector_94	accuracy	rough
high-voltage_connector_94	instanceOf	part
high-voltage_connector_94	type	connector
high-voltage_connector_94	attribute	rigid
high-voltage_connector_94	attribute	threadiness
high-voltage_connector_94	shape	cube
high-voltage_connector_94	shape	lump
high-voltage_connector_94	shape	round
high-voltage_connector_94	parameter	single-core
high-voltage_connector_94	parameter	25mm²
high-voltage_connector_95	function	plug
high-voltage_connector_95	accuracy	rough
high-voltage_connector_95	instanceOf	part
high-voltage_connector_95	type	connector
high-voltage_connector_95	attribute	rigid
high-voltage_connector_95	attribute	threadiness
high-voltage_connector_95	shape	cube
high-voltage_connector_95	shape	lump
high-voltage_connector_95	shape	round
high-voltage_connector_95	parameter	single-core
high-voltage_connector_95	parameter	25mm²
high-voltage_connector_96	function	plug
high-voltage_connector_96	accuracy	rough
high-voltage_connector_96	instanceOf	part
high-voltage_connector_96	type	connector
high-voltage_connector_96	attribute	rigid
high-voltage_connector_96	attribute	threadiness
high-voltage_connector_96	shape	cube
high-voltage_connector_96	shape	lump
high-voltage_connector_96	shape	round
high-voltage_connector_96	parameter	single-core
high-voltage_connector_96	parameter	25mm²
high-voltage_connector_97	function	plug
high-voltage_connector_97	accuracy	rough
high-voltage_connector_97	instanceOf	part
high-voltage_connector_97	type	connector
high-voltage_connector_97	attribute	rigid
high-voltage_connector_97	attribute	threadiness
high-voltage_connector_97	shape	cube
high-voltage_connector_97	shape	lump
high-voltage_connector_97	shape	round
high-voltage_connector_97	parameter	single-core
high-voltage_connector_97	parameter	25mm²
high-voltage_connector_98	function	plug
high-voltage_connector_98	accuracy	rough
high-voltage_connector_98	instanceOf	part
high-voltage_connector_98	type	connector
high-voltage_connector_98	attribute	rigid
high-voltage_connector_98	attribute	threadiness
high-voltage_connector_98	shape	cube
high-voltage_connector_98	shape	lump
high-voltage_connector_98	shape	round
high-voltage_connector_98	parameter	single-core
high-voltage_connector_98	parameter	25mm²
high-voltage_connector_99	function	plug
high-voltage_connector_99	accuracy	rough
high-voltage_connector_99	instanceOf	part
high-voltage_connector_99	type	connector
high-voltage_connector_99	attribute	rigid
high-voltage_connector_99	attribute	threadiness
high-voltage_connector_99	shape	cube
high-voltage_connector_99	shape	lump
high-voltage_connector_99	shape	round
high-voltage_connector_99	parameter	single-core
high-voltage_connector_99	parameter	25mm²
optical_fiber_connector_0	function	plug
optical_fiber_connector_0	accuracy	rough
optical_fiber_connector_0	instanceOf	part
optical_fiber_connector_0	type	connector
optical_fiber_connector_0	attribute	rigid
optical_fiber_connector_0	attribute	threadiness
optical_fiber_connector_0	shape	cylinder
optical_fiber_connector_0	shape	round
optical_fiber_connector_0	parameter	LC
optical_fiber_connector_1	function	plug
optical_fiber_connector_1	accuracy	rough
optical_fiber_connector_1	instanceOf	part
optical_fiber_connector_1	type	connector
optical_fiber_connector_1	attribute	rigid
optical_fiber_connector_1	attribute	threadiness
optical_fiber_connector_1	shape	cylinder
optical_fiber_connector_1	shape	round
optical_fiber_connector_1	parameter	LC
optical_fiber_connector_2	function	plug
optical_fiber_connector_2	accuracy	rough
optical_fiber_connector_2	instanceOf	part
optical_fiber_connector_2	type	connector
optical_fiber_connector_2	attribute	rigid
optical_fiber_connector_2	attribute	threadiness
optical_fiber_connector_2	shape	cylinder
optical_fiber_connector_2	shape	round
optical_fiber_connector_2	parameter	LC
optical_fiber_connector_3	function	plug
optical_fiber_connector_3	accuracy	rough
optical_fiber_connector_3	instanceOf	part
optical_fiber_connector_3	type	connector
optical_fiber_connector_3	attribute	rigid
optical_fiber_connector_3	attribute	threadiness
optical_fiber_connector_3	shape	cylinder
optical_fiber_connector_3	shape	round
optical_fiber_connector_3	parameter	LC
optical_fiber_connector_4	function	plug
optical_fiber_connector_4	accuracy	rough
optical_fiber_connector_4	instanceOf	part
optical_fiber_connector_4	type	connector
optical_fiber_connector_4	attribute	rigid
optical_fiber_connector_4	attribute	threadiness
optical_fiber_connector_4	shape	cylinder
optical_fiber_connector_4	shape	round
optical_fiber_connector_4	parameter	LC
optical_fiber_connector_5	function	plug
optical_fiber_connector_5	accuracy	rough
optical_fiber_connector_5	instanceOf	part
optical_fiber_connector_5	type	connector
optical_fiber_connector_5	attribute	rigid
optical_fiber_connector_5	attribute	threadiness
optical_fiber_connector_5	shape	cylinder
optical_fiber_connector_5	shape	round
optical_fiber_connector_5	parameter	LC
optical_fiber_connector_6	function	plug
optical_fiber_connector_6	accuracy	rough
optical_fiber_connector_6	instanceOf	part
optical_fiber_connector_6	type	connector
optical_fiber_connector_6	attribute	rigid
optical_fiber_connector_6	attribute	threadiness
optical_fiber_connector_6	shape	cylinder
optical_fiber_connector_6	shape	round
optical_fiber_connector_6	parameter	LC
optical_fiber_connector_7	function	plug
optical_fiber_connector_7	accuracy	rough
optical_fiber_connector_7	instanceOf	part
optical_fiber_connector_7	type	connector
optical_fiber_connector_7	attribute	rigid
optical_fiber_connector_7	attribute	threadiness
optical_fiber_connector_7	shape	cylinder
optical_fiber_connector_7	shape	round
optical_fiber_connector_7	parameter	LC
optical_fiber_connector_8	function	plug
optical_fiber_connector_8	accuracy	rough
optical_fiber_connector_8	instanceOf	part
optical_fiber_connector_8	type	connector
optical_fiber_connector_8	attribute	rigid
optical_fiber_connector_8	attribute	threadiness
optical_fiber_connector_8	shape	cylinder
optical_fiber_connector_8	shape	round
optical_fiber_connector_8	parameter	LC
optical_fiber_connector_9	function	plug
optical_fiber_connector_9	accuracy	rough
optical_fiber_connector_9	instanceOf	part
optical_fiber_connector_9	type	connector
optical_fiber_connector_9	attribute	rigid
optical_fiber_connector_9	attribute	threadiness
optical_fiber_connector_9	shape	cylinder
optical_fiber_connector_9	shape	round
optical_fiber_connector_9	parameter	LC
optical_fiber_connector_10	function	plug
optical_fiber_connector_10	accuracy	rough
optical_fiber_connector_10	instanceOf	part
optical_fiber_connector_10	type	connector
optical_fiber_connector_10	attribute	rigid
optical_fiber_connector_10	attribute	threadiness
optical_fiber_connector_10	shape	cylinder
optical_fiber_connector_10	shape	round
optical_fiber_connector_10	parameter	SC
optical_fiber_connector_11	function	plug
optical_fiber_connector_11	accuracy	rough
optical_fiber_connector_11	instanceOf	part
optical_fiber_connector_11	type	connector
optical_fiber_connector_11	attribute	rigid
optical_fiber_connector_11	attribute	threadiness
optical_fiber_connector_11	shape	cylinder
optical_fiber_connector_11	shape	round
optical_fiber_connector_11	parameter	SC
optical_fiber_connector_12	function	plug
optical_fiber_connector_12	accuracy	rough
optical_fiber_connector_12	instanceOf	part
optical_fiber_connector_12	type	connector
optical_fiber_connector_12	attribute	rigid
optical_fiber_connector_12	attribute	threadiness
optical_fiber_connector_12	shape	cylinder
optical_fiber_connector_12	shape	round
optical_fiber_connector_12	parameter	SC
optical_fiber_connector_13	function	plug
optical_fiber_connector_13	accuracy	rough
optical_fiber_connector_13	instanceOf	part
optical_fiber_connector_13	type	connector
optical_fiber_connector_13	attribute	rigid
optical_fiber_connector_13	attribute	threadiness
optical_fiber_connector_13	shape	cylinder
optical_fiber_connector_13	shape	round
optical_fiber_connector_13	parameter	SC
optical_fiber_connector_14	function	plug
optical_fiber_connector_14	accuracy	rough
optical_fiber_connector_14	instanceOf	part
optical_fiber_connector_14	type	connector
optical_fiber_connector_14	attribute	rigid
optical_fiber_connector_14	attribute	threadiness
optical_fiber_connector_14	shape	cylinder
optical_fiber_connector_14	shape	round
optical_fiber_connector_14	parameter	SC
optical_fiber_connector_15	function	plug
optical_fiber_connector_15	accuracy	rough
optical_fiber_connector_15	instanceOf	part
optical_fiber_connector_15	type	connector
optical_fiber_connector_15	attribute	rigid
optical_fiber_connector_15	attribute	threadiness
optical_fiber_connector_15	shape	cylinder
optical_fiber_connector_15	shape	round
optical_fiber_connector_15	parameter	SC
optical_fiber_connector_16	function	plug
optical_fiber_connector_16	accuracy	rough
optical_fiber_connector_16	instanceOf	part
optical_fiber_connector_16	type	connector
optical_fiber_connector_16	attribute	rigid
optical_fiber_connector_16	attribute	threadiness
optical_fiber_connector_16	shape	cylinder
optical_fiber_connector_16	shape	round
optical_fiber_connector_16	parameter	SC
optical_fiber_connector_17	function	plug
optical_fiber_connector_17	accuracy	rough
optical_fiber_connector_17	instanceOf	part
optical_fiber_connector_17	type	connector
optical_fiber_connector_17	attribute	rigid
optical_fiber_connector_17	attribute	threadiness
optical_fiber_connector_17	shape	cylinder
optical_fiber_connector_17	shape	round
optical_fiber_connector_17	parameter	SC
optical_fiber_connector_18	function	plug
optical_fiber_connector_18	accuracy	rough
optical_fiber_connector_18	instanceOf	part
optical_fiber_connector_18	type	connector
optical_fiber_connector_18	attribute	rigid
optical_fiber_connector_18	attribute	threadiness
optical_fiber_connector_18	shape	cylinder
optical_fiber_connector_18	shape	round
optical_fiber_connector_18	parameter	SC
optical_fiber_connector_19	function	plug
optical_fiber_connector_19	accuracy	rough
optical_fiber_connector_19	instanceOf	part
optical_fiber_connector_19	type	connector
optical_fiber_connector_19	attribute	rigid
optical_fiber_connector_19	attribute	threadiness
optical_fiber_connector_19	shape	cylinder
optical_fiber_connector_19	shape	round
optical_fiber_connector_19	parameter	SC
optical_fiber_connector_20	function	plug
optical_fiber_connector_20	accuracy	rough
optical_fiber_connector_20	instanceOf	part
optical_fiber_connector_20	type	connector
optical_fiber_connector_20	attribute	rigid
optical_fiber_connector_20	attribute	threadiness
optical_fiber_connector_20	shape	cylinder
optical_fiber_connector_20	shape	round
optical_fiber_connector_20	parameter	ST
optical_fiber_connector_21	function	plug
optical_fiber_connector_21	accuracy	rough
optical_fiber_connector_21	instanceOf	part
optical_fiber_connector_21	type	connector
optical_fiber_connector_21	attribute	rigid
optical_fiber_connector_21	attribute	threadiness
optical_fiber_connector_21	shape	cylinder
optical_fiber_connector_21	shape	round
optical_fiber_connector_21	parameter	ST
optical_fiber_connector_22	function	plug
optical_fiber_connector_22	accuracy	rough
optical_fiber_connector_22	instanceOf	part
optical_fiber_connector_22	type	connector
optical_fiber_connector_22	attribute	rigid
optical_fiber_connector_22	attribute	threadiness
optical_fiber_connector_22	shape	cylinder
optical_fiber_connector_22	shape	round
optical_fiber_connector_22	parameter	ST
optical_fiber_connector_23	function	plug
optical_fiber_connector_23	accuracy	rough
optical_fiber_connector_23	instanceOf	part
optical_fiber_connector_23	type	connector
optical_fiber_connector_23	attribute	rigid
optical_fiber_connector_23	attribute	threadiness
optical_fiber_connector_23	shape	cylinder
optical_fiber_connector_23	shape	round
optical_fiber_connector_23	parameter	ST
optical_fiber_connector_24	function	plug
optical_fiber_connector_24	accuracy	rough
optical_fiber_connector_24	instanceOf	part
optical_fiber_connector_24	type	connector
optical_fiber_connector_24	attribute	rigid
optical_fiber_connector_24	attribute	threadiness
optical_fiber_connector_24	shape	cylinder
optical_fiber_connector_24	shape	round
optical_fiber_connector_24	parameter	ST
optical_fiber_connector_25	function	plug
optical_fiber_connector_25	accuracy	rough
optical_fiber_connector_25	instanceOf	part
optical_fiber_connector_25	type	connector
optical_fiber_connector_25	attribute	rigid
optical_fiber_connector_25	attribute	threadiness
optical_fiber_connector_25	shape	cylinder
optical_fiber_connector_25	shape	round
optical_fiber_connector_25	parameter	ST
optical_fiber_connector_26	function	plug
optical_fiber_connector_26	accuracy	rough
optical_fiber_connector_26	instanceOf	part
optical_fiber_connector_26	type	connector
optical_fiber_connector_26	attribute	rigid
optical_fiber_connector_26	attribute	threadiness
optical_fiber_connector_26	shape	cylinder
optical_fiber_connector_26	shape	round
optical_fiber_connector_26	parameter	ST
optical_fiber_connector_27	function	plug
optical_fiber_connector_27	accuracy	rough
optical_fiber_connector_27	instanceOf	part
optical_fiber_connector_27	type	connector
optical_fiber_connector_27	attribute	rigid
optical_fiber_connector_27	attribute	threadiness
optical_fiber_connector_27	shape	cylinder
optical_fiber_connector_27	shape	round
optical_fiber_connector_27	parameter	ST
optical_fiber_connector_28	function	plug
optical_fiber_connector_28	accuracy	rough
optical_fiber_connector_28	instanceOf	part
optical_fiber_connector_28	type	connector
optical_fiber_connector_28	attribute	rigid
optical_fiber_connector_28	attribute	threadiness
optical_fiber_connector_28	shape	cylinder
optical_fiber_connector_28	shape	round
optical_fiber_connector_28	parameter	ST
optical_fiber_connector_29	function	plug
optical_fiber_connector_29	accuracy	rough
optical_fiber_connector_29	instanceOf	part
optical_fiber_connector_29	type	connector
optical_fiber_connector_29	attribute	rigid
optical_fiber_connector_29	attribute	threadiness
optical_fiber_connector_29	shape	cylinder
optical_fiber_connector_29	shape	round
optical_fiber_connector_29	parameter	ST
rear_camera_0	function	panel_mounting
rear_camera_0	accuracy	fine
rear_camera_0	instanceOf	part
rear_camera_0	type	camera
rear_camera_0	attribute	rigid
rear_camera_0	attribute	fragile
rear_camera_0	shape	lump
rear_camera_0	shape	cube
rear_camera_0	parameter	9mm
rear_camera_0	function	photography
rear_camera_1	function	panel_mounting
rear_camera_1	accuracy	fine
rear_camera_1	instanceOf	part
rear_camera_1	type	camera
rear_camera_1	attribute	rigid
rear_camera_1	attribute	fragile
rear_camera_1	shape	lump
rear_camera_1	shape	cube
rear_camera_1	parameter	9mm
rear_camera_1	function	photography
rear_camera_2	function	panel_mounting
rear_camera_2	accuracy	fine
rear_camera_2	instanceOf	part
rear_camera_2	type	camera
rear_camera_2	attribute	rigid
rear_camera_2	attribute	fragile
rear_camera_2	shape	lump
rear_camera_2	shape	cube
rear_camera_2	parameter	9mm
rear_camera_2	function	photography
rear_camera_3	function	panel_mounting
rear_camera_3	accuracy	fine
rear_camera_3	instanceOf	part
rear_camera_3	type	camera
rear_camera_3	attribute	rigid
rear_camera_3	attribute	fragile
rear_camera_3	shape	lump
rear_camera_3	shape	cube
rear_camera_3	parameter	9mm
rear_camera_3	function	photography
rear_camera_4	function	panel_mounting
rear_camera_4	accuracy	fine
rear_camera_4	instanceOf	part
rear_camera_4	type	camera
rear_camera_4	attribute	rigid
rear_camera_4	attribute	fragile
rear_camera_4	shape	lump
rear_camera_4	shape	cube
rear_camera_4	parameter	9mm
rear_camera_4	function	photography
rear_camera_5	function	panel_mounting
rear_camera_5	accuracy	fine
rear_camera_5	instanceOf	part
rear_camera_5	type	camera
rear_camera_5	attribute	rigid
rear_camera_5	attribute	fragile
rear_camera_5	shape	lump
rear_camera_5	shape	cube
rear_camera_5	parameter	9mm
rear_camera_5	function	photography
rear_camera_6	function	panel_mounting
rear_camera_6	accuracy	fine
rear_camera_6	instanceOf	part
rear_camera_6	type	camera
rear_camera_6	attribute	rigid
rear_camera_6	attribute	fragile
rear_camera_6	shape	lump
rear_camera_6	shape	cube
rear_camera_6	parameter	9mm
rear_camera_6	function	photography
rear_camera_7	function	panel_mounting
rear_camera_7	accuracy	fine
rear_camera_7	instanceOf	part
rear_camera_7	type	camera
rear_camera_7	attribute	rigid
rear_camera_7	attribute	fragile
rear_camera_7	shape	lump
rear_camera_7	shape	cube
rear_camera_7	parameter	9mm
rear_camera_7	function	photography
rear_camera_8	function	panel_mounting
rear_camera_8	accuracy	fine
rear_camera_8	instanceOf	part
rear_camera_8	type	camera
rear_camera_8	attribute	rigid
rear_camera_8	attribute	fragile
rear_camera_8	shape	lump
rear_camera_8	shape	cube
rear_camera_8	parameter	9mm
rear_camera_8	function	photography
rear_camera_9	function	panel_mounting
rear_camera_9	accuracy	fine
rear_camera_9	instanceOf	part
rear_camera_9	type	camera
rear_camera_9	attribute	rigid
rear_camera_9	attribute	fragile
rear_camera_9	shape	lump
rear_camera_9	shape	cube
rear_camera_9	parameter	9mm
rear_camera_9	function	photography
motor_0	function	panel_mounting
motor_0	accuracy	rough
motor_0	instanceOf	part
motor_0	type	motor
motor_0	attribute	rigid
motor_0	shape	lump
motor_0	shape	cube
motor_0	parameter	d10mm
motor_0	parameter	t2.7mm
motor_1	function	panel_mounting
motor_1	accuracy	rough
motor_1	instanceOf	part
motor_1	type	motor
motor_1	attribute	rigid
motor_1	shape	lump
motor_1	shape	cube
motor_1	parameter	d10mm
motor_1	parameter	t2.7mm
motor_2	function	panel_mounting
motor_2	accuracy	rough
motor_2	instanceOf	part
motor_2	type	motor
motor_2	attribute	rigid
motor_2	shape	lump
motor_2	shape	cube
motor_2	parameter	d10mm
motor_2	parameter	t2.7mm
motor_3	function	panel_mounting
motor_3	accuracy	rough
motor_3	instanceOf	part
motor_3	type	motor
motor_3	attribute	rigid
motor_3	shape	lump
motor_3	shape	cube
motor_3	parameter	d10mm
motor_3	parameter	t2.7mm
motor_4	function	panel_mounting
motor_4	accuracy	rough
motor_4	instanceOf	part
motor_4	type	motor
motor_4	attribute	rigid
motor_4	shape	lump
motor_4	shape	cube
motor_4	parameter	d10mm
motor_4	parameter	t2.7mm
motor_5	function	panel_mounting
motor_5	accuracy	rough
motor_5	instanceOf	part
motor_5	type	motor
motor_5	attribute	rigid
motor_5	shape	lump
motor_5	shape	cube
motor_5	parameter	d10mm
motor_5	parameter	t2.7mm
motor_6	function	panel_mounting
motor_6	accuracy	rough
motor_6	instanceOf	part
motor_6	type	motor
motor_6	attribute	rigid
motor_6	shape	lump
motor_6	shape	cube
motor_6	parameter	d10mm
motor_6	parameter	t2.7mm
motor_7	function	panel_mounting
motor_7	accuracy	rough
motor_7	instanceOf	part
motor_7	type	motor
motor_7	attribute	rigid
motor_7	shape	lump
motor_7	shape	cube
motor_7	parameter	d10mm
motor_7	parameter	t2.7mm
motor_8	function	panel_mounting
motor_8	accuracy	rough
motor_8	instanceOf	part
motor_8	type	motor
motor_8	attribute	rigid
motor_8	shape	lump
motor_8	shape	cube
motor_8	parameter	d10mm
